"ensembl_gene_id"	"entrezgene_id"	"hgnc_symbol"	"gene_biotype"
"ENSG00000281617"	348840	"ANKRD18DP"	"transcribed_unprocessed_pseudogene"
"ENSG00000276017"	NA	""	"protein_coding"
"ENSG00000274971"	NA	""	"protein_coding"
"ENSG00000275731"	3809	"KIR2DS4"	"protein_coding"
"ENSG00000282329"	NA	"MREGP1"	"processed_pseudogene"
"ENSG00000273929"	NA	""	"snRNA"
"ENSG00000275428"	NA	""	"protein_coding"
"ENSG00000276938"	NA	""	"lncRNA"
"ENSG00000267237"	NA	""	"unprocessed_pseudogene"
"ENSG00000281577"	NA	""	"processed_pseudogene"
"ENSG00000267639"	NA	""	"processed_pseudogene"
"ENSG00000281503"	NA	""	"unprocessed_pseudogene"
"ENSG00000274706"	NA	"RNU6-821P"	"snRNA"
"ENSG00000278747"	NA	""	"snRNA"
"ENSG00000282391"	NA	""	"processed_pseudogene"
"ENSG00000276371"	58516	"SINHCAF"	"protein_coding"
"ENSG00000282377"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000275422"	NA	""	"unprocessed_pseudogene"
"ENSG00000282606"	284241	""	"lncRNA"
"ENSG00000275914"	3803	"KIR2DL2"	"protein_coding"
"ENSG00000281351"	NA	"SUDS3P1"	"processed_pseudogene"
"ENSG00000281949"	NA	""	"lncRNA"
"ENSG00000280559"	NA	""	"lncRNA"
"ENSG00000282330"	NA	""	"lncRNA"
"ENSG00000282103"	9228	""	"lncRNA"
"ENSG00000281753"	NA	""	"lncRNA"
"ENSG00000280541"	NA	"FTCD-AS1"	"lncRNA"
"ENSG00000277185"	NA	""	"unprocessed_pseudogene"
"ENSG00000281995"	NA	""	"lncRNA"
"ENSG00000276459"	3804	"KIR2DL3"	"protein_coding"
"ENSG00000281289"	4047	"LSS"	"protein_coding"
"ENSG00000280647"	NA	""	"lncRNA"
"ENSG00000278788"	22904	"SBNO2"	"protein_coding"
"ENSG00000281942"	NA	""	"lncRNA"
"ENSG00000278207"	3802	"KIR2DL1"	"protein_coding"
"ENSG00000274382"	5626	"PROP1"	"protein_coding"
"ENSG00000282752"	9150	"CTDP1"	"protein_coding"
"ENSG00000282347"	NA	""	"lncRNA"
"ENSG00000278229"	6218	"RPS17"	"protein_coding"
"ENSG00000278248"	3802	"KIR2DL1"	"protein_coding"
"ENSG00000282245"	401442	""	"lncRNA"
"ENSG00000282665"	157697	"ERICH1"	"protein_coding"
"ENSG00000281644"	NA	""	"lncRNA"
"ENSG00000282480"	NA	""	"TEC"
"ENSG00000282766"	NA	""	"TEC"
"ENSG00000278666"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000275517"	5542	"PRB1"	"protein_coding"
"ENSG00000275517"	653247	"PRB1"	"protein_coding"
"ENSG00000278116"	57292	"KIR2DL5A"	"protein_coding"
"ENSG00000275637"	9437	"NCR1"	"protein_coding"
"ENSG00000275500"	102725023	""	"protein_coding"
"ENSG00000276327"	3806	"KIR2DS1"	"protein_coding"
"ENSG00000274597"	NA	""	"snRNA"
"ENSG00000279389"	9710	"GARRE1"	"protein_coding"
"ENSG00000281914"	NA	""	"lncRNA"
"ENSG00000275848"	3805	"KIR2DL4"	"protein_coding"
"ENSG00000277028"	115653	"KIR3DL3"	"protein_coding"
"ENSG00000278140"	NA	""	"snRNA"
"ENSG00000262860"	26065	"LSM14A"	"protein_coding"
"ENSG00000281232"	NA	""	"lncRNA"
"ENSG00000274166"	643707	"GOLGA6L10"	"protein_coding"
"ENSG00000274166"	647042	"GOLGA6L10"	"protein_coding"
"ENSG00000281104"	NA	""	"lncRNA"
"ENSG00000281870"	NA	""	"lncRNA"
"ENSG00000280892"	NA	""	"lncRNA"
"ENSG00000282233"	NA	""	"lncRNA"
"ENSG00000280971"	NA	""	"lncRNA"
"ENSG00000282352"	NA	"ZNF965P"	"processed_pseudogene"
"ENSG00000282770"	NA	"DLG5-AS1"	"lncRNA"
"ENSG00000282037"	NA	"GXYLT1P1"	"processed_pseudogene"
"ENSG00000282690"	NA	""	"lncRNA"
"ENSG00000282782"	NA	"CYP4F34P"	"unprocessed_pseudogene"
"ENSG00000282611"	NA	"CNN2P12"	"processed_pseudogene"
"ENSG00000263322"	NA	""	"lncRNA"
"ENSG00000275353"	3809	"KIR2DS4"	"protein_coding"
"ENSG00000276516"	NA	"RN7SL284P"	"misc_RNA"
"ENSG00000276274"	NA	"RNU6-1266P"	"snRNA"
"ENSG00000276357"	3812	"KIR3DL2"	"protein_coding"
"ENSG00000282677"	NA	"SNX18P26"	"processed_pseudogene"
"ENSG00000282112"	643542	"DSEL-AS1"	"lncRNA"
"ENSG00000282536"	NA	"LINC00328-2P"	"processed_pseudogene"
"ENSG00000282715"	NA	"ANKRD20A9P"	"unprocessed_pseudogene"
"ENSG00000262102"	92126	"DSEL"	"protein_coding"
"ENSG00000278853"	NA	"RNU6-55P"	"snRNA"
"ENSG00000282596"	NA	"DNM1P38"	"unprocessed_pseudogene"
"ENSG00000252379"	NA	""	"snRNA"
"ENSG00000277442"	9437	"NCR1"	"protein_coding"
"ENSG00000282220"	NA	""	"lncRNA"
"ENSG00000282388"	NA	""	"processed_pseudogene"
"ENSG00000282551"	NA	""	"processed_pseudogene"
"ENSG00000279612"	NA	""	"TEC"
"ENSG00000282176"	79857	""	"lncRNA"
"ENSG00000278809"	3812	"KIR3DL2"	"protein_coding"
"ENSG00000277445"	64506	"CPEB1"	"protein_coding"
"ENSG00000278495"	3802	"KIR2DL1"	"protein_coding"
"ENSG00000277354"	51232	"CRIM1"	"protein_coding"
"ENSG00000262113"	NA	""	"processed_pseudogene"
"ENSG00000273752"	NA	""	"snRNA"
"ENSG00000278476"	NA	"RPL21P36"	"processed_pseudogene"
"ENSG00000279215"	NA	"CRIM1-DT"	"lncRNA"
"ENSG00000282734"	286083	""	"lncRNA"
"ENSG00000274679"	84221	"SPATC1L"	"protein_coding"
"ENSG00000281997"	NA	""	"lncRNA"
"ENSG00000282141"	NA	""	"lncRNA"
"ENSG00000282001"	100507435	"DLGAP2-AS1"	"lncRNA"
"ENSG00000282152"	9228	"DLGAP2"	"protein_coding"
"ENSG00000281919"	51151	"SLC45A2"	"protein_coding"
"ENSG00000281953"	NA	""	"lncRNA"
"ENSG00000263270"	NA	""	"lncRNA"
"ENSG00000280500"	NA	"ELMO2P1"	"transcribed_unprocessed_pseudogene"
"ENSG00000275436"	553128	"KIR2DL5B"	"protein_coding"
"ENSG00000278070"	100132979	"GOLGA8DP"	"unprocessed_pseudogene"
"ENSG00000277069"	51289	"RXFP3"	"protein_coding"
"ENSG00000277567"	NA	""	"snRNA"
"ENSG00000281690"	81792	"ADAMTS12"	"protein_coding"
"ENSG00000280679"	NA	""	"unprocessed_pseudogene"
"ENSG00000277091"	NA	""	"snRNA"
"ENSG00000274639"	115653	"KIR3DL3"	"protein_coding"
"ENSG00000274920"	3811	"KIR3DL1"	"protein_coding"
"ENSG00000280784"	NA	""	"unprocessed_pseudogene"
"ENSG00000280557"	NA	"GNG5P1"	"processed_pseudogene"
"ENSG00000280765"	101929297	""	"lncRNA"
"ENSG00000276625"	3802	"KIR2DL1"	"protein_coding"
"ENSG00000277428"	NA	""	"misc_RNA"
"ENSG00000278198"	NA	""	"protein_coding"
"ENSG00000276256"	389831	""	"protein_coding"
"ENSG00000280618"	23191	"CYFIP1"	"protein_coding"
"ENSG00000280898"	NA	""	"lncRNA"
"ENSG00000262679"	100874530	"APOBEC3B-AS1"	"lncRNA"
"ENSG00000262536"	NA	""	"unprocessed_pseudogene"
"ENSG00000262156"	200315	"APOBEC3A"	"protein_coding"
"ENSG00000262156"	100913187	"APOBEC3A"	"protein_coding"
"ENSG00000277691"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000277375"	NA	"KIR2DP1"	"unprocessed_pseudogene"
"ENSG00000282753"	NA	""	"lncRNA"
"ENSG00000275317"	3805	"KIR2DL4"	"protein_coding"
"ENSG00000282649"	105371907	"SEPTIN9-DT"	"lncRNA"
"ENSG00000280759"	161	"AP2A2"	"protein_coding"
"ENSG00000281254"	NA	""	"processed_pseudogene"
"ENSG00000276595"	374308	"PTCHD3"	"protein_coding"
"ENSG00000281173"	NA	"ABCB10P1"	"processed_pseudogene"
"ENSG00000282302"	10801	"SEPTIN9"	"protein_coding"
"ENSG00000278508"	100132979	"GOLGA8DP"	"transcribed_unprocessed_pseudogene"
"ENSG00000281513"	NA	""	"lncRNA"
"ENSG00000281081"	NA	""	"lncRNA"
"ENSG00000281464"	NA	""	"lncRNA"
"ENSG00000280716"	728339	"FRG1-DT"	"lncRNA"
"ENSG00000281048"	NA	""	"lncRNA"
"ENSG00000262453"	NA	""	"lncRNA"
"ENSG00000281830"	105377617	""	"lncRNA"
"ENSG00000281916"	NA	""	"lncRNA"
"ENSG00000276052"	NA	"RNU1-51P"	"snRNA"
"ENSG00000275887"	NA	"KIR3DP1"	"transcribed_unprocessed_pseudogene"
"ENSG00000275495"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000281999"	NA	""	"unprocessed_pseudogene"
"ENSG00000275336"	NA	""	"unprocessed_pseudogene"
"ENSG00000274404"	440243	"GOLGA6L22"	"protein_coding"
"ENSG00000275245"	NA	""	"unprocessed_pseudogene"
"ENSG00000276777"	NA	"ODAD2P1"	"unprocessed_pseudogene"
"ENSG00000278489"	440021	"KRTAP5-2"	"protein_coding"
"ENSG00000282044"	NA	""	"lncRNA"
"ENSG00000273681"	NA	"FAM210CP"	"processed_pseudogene"
"ENSG00000276154"	3809	"KIR2DS4"	"protein_coding"
"ENSG00000278364"	NA	"TRIAP1P1"	"processed_pseudogene"
"ENSG00000281240"	NA	"LINC02708"	"lncRNA"
"ENSG00000275546"	3803	"KIR2DL2"	"protein_coding"
"ENSG00000273501"	NA	""	"snRNA"
"ENSG00000278728"	26047	"CNTNAP2"	"protein_coding"
"ENSG00000281783"	100132464	"FAM99B"	"lncRNA"
"ENSG00000278036"	NA	""	"snRNA"
"ENSG00000281733"	387742	"FAM99A"	"lncRNA"
"ENSG00000275225"	NA	""	"unprocessed_pseudogene"
"ENSG00000275920"	387266	"KRTAP5-3"	"protein_coding"
"ENSG00000277068"	387267	"KRTAP5-4"	"protein_coding"
"ENSG00000278210"	387264	"KRTAP5-1"	"protein_coding"
"ENSG00000278856"	3811	"KIR3DL1"	"protein_coding"
"ENSG00000281645"	NA	""	"lncRNA"
"ENSG00000281537"	NA	""	"processed_pseudogene"
"ENSG00000278429"	390535	"GOLGA8EP"	"transcribed_unprocessed_pseudogene"
"ENSG00000277291"	439915	"KRTAP5-5"	"protein_coding"
"ENSG00000282507"	NA	""	"lncRNA"
"ENSG00000281801"	338651	"KRTAP5-AS1"	"lncRNA"
"ENSG00000280807"	114791	"TUBGCP5"	"protein_coding"
"ENSG00000275671"	NA	""	"snRNA"
"ENSG00000273793"	1850	"DUSP8"	"protein_coding"
"ENSG00000276582"	8647	"ABCB11"	"protein_coding"
"ENSG00000262892"	NA	""	"processed_pseudogene"
"ENSG00000262634"	220134	"SKA1"	"protein_coding"
"ENSG00000278247"	283767	"GOLGA6L1"	"protein_coding"
"ENSG00000282464"	NA	""	"lncRNA"
"ENSG00000281703"	NA	""	"unprocessed_pseudogene"
"ENSG00000278373"	57818	"G6PC2"	"protein_coding"
"ENSG00000280787"	NA	"HERC2P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000278019"	NA	""	"unprocessed_pseudogene"
"ENSG00000273831"	115399	"LRRC56"	"protein_coding"
"ENSG00000281763"	170506	"DHX36"	"protein_coding"
"ENSG00000280619"	107987420	""	"lncRNA"
"ENSG00000280619"	107987434	""	"lncRNA"
"ENSG00000274681"	NA	"SUDS3P1"	"processed_pseudogene"
"ENSG00000280635"	5626	"PROP1"	"protein_coding"
"ENSG00000281380"	NA	""	"unprocessed_pseudogene"
"ENSG00000273772"	6606	"SMN2"	"protein_coding"
"ENSG00000273772"	6607	"SMN2"	"protein_coding"
"ENSG00000276565"	NA	""	"protein_coding"
"ENSG00000277205"	NA	""	"snoRNA"
"ENSG00000274906"	NA	""	"misc_RNA"
"ENSG00000280737"	101928280	"LINC02549"	"lncRNA"
"ENSG00000281567"	NA	"SLC25A51P1"	"processed_pseudogene"
"ENSG00000277364"	NA	"ADH5P4"	"processed_pseudogene"
"ENSG00000281737"	NA	""	"unprocessed_pseudogene"
"ENSG00000281725"	NA	"ELMO2P1"	"transcribed_unprocessed_pseudogene"
"ENSG00000281828"	NA	"HERC2P7"	"unprocessed_pseudogene"
"ENSG00000278633"	102724151	""	"protein_coding"
"ENSG00000281846"	NA	"SPATA31E3P"	"unprocessed_pseudogene"
"ENSG00000278066"	NA	""	"pseudogene"
"ENSG00000281422"	NA	""	"unprocessed_pseudogene"
"ENSG00000281356"	283796	"GOLGA8IP"	"transcribed_unprocessed_pseudogene"
"ENSG00000276209"	3809	"KIR2DS4"	"polymorphic_pseudogene"
"ENSG00000281754"	NA	""	"unprocessed_pseudogene"
"ENSG00000280490"	NA	""	"processed_pseudogene"
"ENSG00000278288"	79166	"LILRP2"	"transcribed_processed_pseudogene"
"ENSG00000277909"	57405	"SPC25"	"protein_coding"
"ENSG00000277046"	NA	""	"misc_RNA"
"ENSG00000275031"	284207	"METRNL"	"protein_coding"
"ENSG00000281012"	NA	""	"processed_pseudogene"
"ENSG00000278656"	3812	"KIR3DL2"	"protein_coding"
"ENSG00000282110"	5596	"MAPK4"	"lncRNA"
"ENSG00000275009"	283767	"GOLGA6L1"	"protein_coding"
"ENSG00000280700"	NA	""	"unprocessed_pseudogene"
"ENSG00000276062"	NA	""	"misc_RNA"
"ENSG00000282085"	NA	""	"processed_pseudogene"
"ENSG00000282443"	NA	""	"lncRNA"
"ENSG00000276377"	NA	""	"misc_RNA"
"ENSG00000262132"	NA	"RNA5SP458"	"rRNA_pseudogene"
"ENSG00000277101"	26084	"ARHGEF26"	"protein_coding"
"ENSG00000274780"	57661	"PHRF1"	"protein_coding"
"ENSG00000277518"	4588	"MUC6"	"polymorphic_pseudogene"
"ENSG00000280461"	NA	"ABCB10P1"	"processed_pseudogene"
"ENSG00000276374"	NA	""	"processed_pseudogene"
"ENSG00000281945"	NA	""	"lncRNA"
"ENSG00000278688"	NA	""	"processed_pseudogene"
"ENSG00000276856"	114791	"TUBGCP5"	"protein_coding"
"ENSG00000278759"	6904	"TBCD"	"protein_coding"
"ENSG00000262159"	NA	"RPS6P22"	"processed_pseudogene"
"ENSG00000275326"	115677	"NOSTRIN"	"protein_coding"
"ENSG00000262592"	NA	""	"lncRNA"
"ENSG00000262036"	NA	""	"processed_pseudogene"
"ENSG00000263127"	NA	"RPL4P5"	"processed_pseudogene"
"ENSG00000277374"	NA	""	"snRNA"
"ENSG00000274980"	NA	"RNU6-1025P"	"snRNA"
"ENSG00000277657"	3808	"KIR2DS3"	"protein_coding"
"ENSG00000281157"	100507524	"ARHGEF26-AS1"	"lncRNA"
"ENSG00000277848"	84465	"MEGF11"	"protein_coding"
"ENSG00000281425"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000280638"	NA	"CDH12P2"	"unprocessed_pseudogene"
"ENSG00000275513"	115653	"KIR3DL3"	"protein_coding"
"ENSG00000280840"	5370	"PMCHL2"	"transcribed_unprocessed_pseudogene"
"ENSG00000278562"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000276910"	2966	"GTF2H2"	"protein_coding"
"ENSG00000276910"	728340	"GTF2H2"	"protein_coding"
"ENSG00000263141"	94104	"PAXBP1"	"protein_coding"
"ENSG00000281149"	NA	""	"unprocessed_pseudogene"
"ENSG00000280986"	101929374	"LINC01659"	"lncRNA"
"ENSG00000278063"	NA	""	"snRNA"
"ENSG00000281076"	NA	"ZDHHC8P1"	"transcribed_unprocessed_pseudogene"
"ENSG00000262938"	56245	"C21orf62"	"protein_coding"
"ENSG00000263140"	NA	"C21orf62-AS1"	"lncRNA"
"ENSG00000274771"	NA	""	"snRNA"
"ENSG00000280839"	NA	"CES5AP1"	"transcribed_unprocessed_pseudogene"
"ENSG00000277389"	440023	"KRTAP5-6"	"protein_coding"
"ENSG00000280909"	NA	"SDHAP2"	"transcribed_unprocessed_pseudogene"
"ENSG00000280072"	NA	""	"TEC"
"ENSG00000273785"	NA	"CYP2D8P"	"unprocessed_pseudogene"
"ENSG00000280629"	NA	""	"lncRNA"
"ENSG00000280585"	387264	"KRTAP5-1"	"protein_coding"
"ENSG00000274438"	100132285	"KIR2DS2"	"protein_coding"
"ENSG00000281798"	NA	""	"processed_pseudogene"
"ENSG00000281374"	NA	""	"transcribed_processed_pseudogene"
"ENSG00000276254"	3809	"KIR2DS4"	"unprocessed_pseudogene"
"ENSG00000274657"	388882	"FAM230I"	"lncRNA"
"ENSG00000278088"	NA	"CYP2D7"	"polymorphic_pseudogene"
"ENSG00000278620"	387267	"KRTAP5-4"	"protein_coding"
"ENSG00000280993"	NA	"MUC20-OT1"	"lncRNA"
"ENSG00000281077"	NA	"LINC02557"	"lncRNA"
"ENSG00000278302"	439915	"KRTAP5-5"	"protein_coding"
"ENSG00000281261"	387742	"FAM99A"	"lncRNA"
"ENSG00000281633"	NA	"LINC02708"	"lncRNA"
"ENSG00000276896"	100132565	"GOLGA8F"	"protein_coding"
"ENSG00000281176"	338651	"KRTAP5-AS1"	"lncRNA"
"ENSG00000281603"	NA	"MUC20-OT1"	"lncRNA"
"ENSG00000277033"	146712	"B3GNTL1"	"protein_coding"
"ENSG00000281111"	NA	""	"lncRNA"
"ENSG00000278165"	1850	"DUSP8"	"protein_coding"
"ENSG00000277844"	NA	"DIS3L-AS1"	"lncRNA"
"ENSG00000282280"	NA	""	"lncRNA"
"ENSG00000281829"	100132464	"FAM99B"	"lncRNA"
"ENSG00000281618"	402778	"IFITM10"	"protein_coding"
"ENSG00000281915"	NA	"MUC20-OT1"	"lncRNA"
"ENSG00000281191"	387266	"KRTAP5-3"	"protein_coding"
"ENSG00000281533"	440021	"KRTAP5-2"	"protein_coding"
"ENSG00000275987"	NA	""	"snRNA"
"ENSG00000268674"	NA	""	"protein_coding"
"ENSG00000277475"	NA	""	"protein_coding"
"ENSG00000282090"	NA	"HERC2P11"	"unprocessed_pseudogene"
"ENSG00000275405"	NA	""	"snRNA"
"ENSG00000276143"	NA	""	"processed_pseudogene"
"ENSG00000275855"	NA	""	"unprocessed_pseudogene"
"ENSG00000282126"	NA	""	"processed_pseudogene"
"ENSG00000273651"	283768	"GOLGA8G"	"protein_coding"
"ENSG00000262473"	2618	"GART"	"protein_coding"
"ENSG00000275456"	3805	"KIR2DL4"	"protein_coding"
"ENSG00000274296"	26063	"DECR2"	"protein_coding"
"ENSG00000262148"	NA	"RPS5P3"	"processed_pseudogene"
"ENSG00000262911"	54943	"DNAJC28"	"protein_coding"
"ENSG00000281216"	55083	"KIF26B"	"protein_coding"
"ENSG00000275306"	3806	"KIR2DS1"	"protein_coding"
"ENSG00000262795"	3460	"IFNGR2"	"protein_coding"
"ENSG00000278403"	3812	"KIR3DL2"	"protein_coding"
"ENSG00000278846"	NA	"OLA1P1"	"processed_pseudogene"
"ENSG00000280556"	NA	""	"lncRNA"
"ENSG00000280880"	NA	""	"lncRNA"
"ENSG00000281542"	NA	""	"lncRNA"
"ENSG00000277365"	4700	"NDUFA6"	"protein_coding"
"ENSG00000260873"	6645	"SNTB2"	"protein_coding"
"ENSG00000275873"	256329	"LMNTD2"	"protein_coding"
"ENSG00000262788"	84916	"UTP4"	"protein_coding"
"ENSG00000278411"	NA	""	"snRNA"
"ENSG00000274112"	91689	"SMDT1"	"protein_coding"
"ENSG00000280476"	NA	""	"unprocessed_pseudogene"
"ENSG00000275211"	1565	"CYP2D6"	"protein_coding"
"ENSG00000275211"	107987478	"CYP2D6"	"protein_coding"
"ENSG00000275211"	107987479	"CYP2D6"	"protein_coding"
"ENSG00000274040"	NA	""	"misc_RNA"
"ENSG00000281019"	100506688	""	"lncRNA"
"ENSG00000276920"	85409	"NKD2"	"protein_coding"
"ENSG00000273635"	NA	""	"unprocessed_pseudogene"
"ENSG00000282531"	NA	""	"processed_pseudogene"
"ENSG00000276455"	645202	""	"unprocessed_pseudogene"
"ENSG00000273822"	4585	"MUC4"	"protein_coding"
"ENSG00000281946"	NA	""	"unprocessed_pseudogene"
"ENSG00000282810"	NA	"MIR210HG"	"lncRNA"
"ENSG00000274192"	NA	"ABCB10P4"	"processed_pseudogene"
"ENSG00000273969"	NA	""	"processed_pseudogene"
"ENSG00000282058"	NA	""	"unprocessed_pseudogene"
"ENSG00000282457"	NA	"CSPG4P10"	"transcribed_unprocessed_pseudogene"
"ENSG00000282201"	NA	""	"lncRNA"
"ENSG00000276485"	100132202	""	"unprocessed_pseudogene"
"ENSG00000275338"	9727	"RAB11FIP3"	"protein_coding"
"ENSG00000263160"	757	"TMEM50B"	"protein_coding"
"ENSG00000276005"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000282814"	NA	""	"lncRNA"
"ENSG00000282516"	NA	""	"processed_pseudogene"
"ENSG00000276230"	6050	"RNH1"	"protein_coding"
"ENSG00000282731"	NA	""	"processed_pseudogene"
"ENSG00000282587"	NA	""	"processed_pseudogene"
"ENSG00000274320"	440295	"GOLGA6L9"	"protein_coding"
"ENSG00000277278"	8924	"HERC2"	"protein_coding"
"ENSG00000275737"	100132285	"KIR2DS2"	"protein_coding"
"ENSG00000274801"	NA	""	"unprocessed_pseudogene"
"ENSG00000282581"	NA	""	"processed_pseudogene"
"ENSG00000276767"	NA	""	"misc_RNA"
"ENSG00000274700"	NA	""	"protein_coding"
"ENSG00000278481"	553128	"KIR2DL5B"	"protein_coding"
"ENSG00000274122"	NA	""	"misc_RNA"
"ENSG00000273936"	8764	"TNFRSF14"	"protein_coding"
"ENSG00000277163"	3808	"KIR2DS3"	"protein_coding"
"ENSG00000278086"	102725023	""	"protein_coding"
"ENSG00000280865"	NA	""	"processed_pseudogene"
"ENSG00000282209"	NA	"GOLGA6L17P"	"transcribed_unprocessed_pseudogene"
"ENSG00000280521"	NA	"SDHAP2"	"transcribed_unprocessed_pseudogene"
"ENSG00000276482"	10723	"SLC12A7"	"protein_coding"
"ENSG00000277540"	3805	"KIR2DL4"	"protein_coding"
"ENSG00000262354"	NA	""	"misc_RNA"
"ENSG00000262579"	NA	""	"snRNA"
"ENSG00000277753"	200958	"MUC20"	"protein_coding"
"ENSG00000282755"	NA	""	"protein_coding"
"ENSG00000280815"	NA	"OR2AS2P"	"unprocessed_pseudogene"
"ENSG00000278659"	254879	"OR2T6"	"protein_coding"
"ENSG00000275754"	401992	"OR2T2"	"protein_coding"
"ENSG00000282514"	NA	""	"unprocessed_pseudogene"
"ENSG00000282183"	NA	"GOLGA2P10"	"transcribed_unprocessed_pseudogene"
"ENSG00000275617"	127074	"OR2T4"	"protein_coding"
"ENSG00000281489"	81458	"OR2T7"	"protein_coding"
"ENSG00000272765"	4700	"NDUFA6"	"protein_coding"
"ENSG00000273508"	26696	"OR2T1"	"protein_coding"
"ENSG00000277113"	343173	"OR2T3"	"protein_coding"
"ENSG00000280482"	NA	""	"lncRNA"
"ENSG00000273984"	4585	"MUC4"	"protein_coding"
"ENSG00000281821"	NA	""	"lncRNA"
"ENSG00000275102"	401993	"OR2T5"	"protein_coding"
"ENSG00000281658"	NA	""	"lncRNA"
"ENSG00000262024"	6942	"TCF20"	"protein_coding"
"ENSG00000280983"	NA	""	"unprocessed_pseudogene"
"ENSG00000278303"	4585	"MUC4"	"protein_coding"
"ENSG00000282378"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000277429"	8293	"SERF1B"	"protein_coding"
"ENSG00000277429"	728492	"SERF1B"	"protein_coding"
"ENSG00000282485"	NA	"LINC00235"	"lncRNA"
"ENSG00000263314"	NA	""	"lncRNA"
"ENSG00000282214"	6650	"CAPN15"	"lncRNA"
"ENSG00000281794"	NA	"MUC20-OT1"	"lncRNA"
"ENSG00000274018"	NA	""	"misc_RNA"
"ENSG00000274042"	647042	""	"protein_coding"
"ENSG00000281521"	NA	""	"lncRNA"
"ENSG00000276461"	6942	"TCF20"	"protein_coding"
"ENSG00000272901"	91689	"SMDT1"	"protein_coding"
"ENSG00000276228"	NA	"UBE2Q2P6"	"unprocessed_pseudogene"
"ENSG00000273673"	NA	""	"transcribed_processed_pseudogene"
"ENSG00000273748"	NA	""	"protein_coding"
"ENSG00000281976"	NA	"ADAMTS7P1"	"transcribed_unprocessed_pseudogene"
"ENSG00000273616"	NA	"NDUFA6-DT"	"lncRNA"
"ENSG00000273918"	NA	""	"unprocessed_pseudogene"
"ENSG00000275593"	NA	"KIR3DP1"	"transcribed_unprocessed_pseudogene"
"ENSG00000285263"	NA	""	"lncRNA"
"ENSG00000272813"	NA	"OLA1P1"	"processed_pseudogene"
"ENSG00000274957"	3809	"KIR2DS4"	"protein_coding"
"ENSG00000280811"	NA	"NDUFA6-DT"	"lncRNA"
"ENSG00000262303"	NA	""	"lncRNA"
"ENSG00000276068"	4671	"NAIP"	"protein_coding"
"ENSG00000278614"	NA	"KIR2DP1"	"unprocessed_pseudogene"
"ENSG00000263181"	NA	"CYP2D7"	"polymorphic_pseudogene"
"ENSG00000278430"	3805	"KIR2DL4"	"protein_coding"
"ENSG00000282084"	100134869	"UBE2Q2P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000275049"	NA	""	"protein_coding"
"ENSG00000275037"	3813	"KIR3DS1"	"protein_coding"
"ENSG00000262055"	NA	"CYP2D8P"	"unprocessed_pseudogene"
"ENSG00000276825"	1815	"DRD4"	"protein_coding"
"ENSG00000282712"	10522	"DEAF1"	"protein_coding"
"ENSG00000275571"	100287898	"TTC34"	"protein_coding"
"ENSG00000281742"	64087	"MCCC2"	"protein_coding"
"ENSG00000281274"	NA	""	"lncRNA"
"ENSG00000281740"	NA	""	"lncRNA"
"ENSG00000277131"	79258	"MMEL1"	"protein_coding"
"ENSG00000276561"	3665	"IRF7"	"protein_coding"
"ENSG00000280750"	NA	""	"lncRNA"
"ENSG00000280613"	NA	"NDUFA6-DT"	"lncRNA"
"ENSG00000276307"	NA	"LILRP1"	"unprocessed_pseudogene"
"ENSG00000273883"	79166	"LILRP2"	"transcribed_processed_pseudogene"
"ENSG00000278821"	3802	"KIR2DL1"	"protein_coding"
"ENSG00000280518"	NA	""	"unprocessed_pseudogene"
"ENSG00000280821"	NA	""	"lncRNA"
"ENSG00000272835"	91689	"SMDT1"	"protein_coding"
"ENSG00000226463"	26692	"OR2W1"	"protein_coding"
"ENSG00000274803"	55814	"BDP1"	"protein_coding"
"ENSG00000272603"	NA	"NOP56P1"	"processed_pseudogene"
"ENSG00000224229"	NA	""	"lncRNA"
"ENSG00000241408"	NA	""	"lncRNA"
"ENSG00000236927"	442191	"OR14J1"	"protein_coding"
"ENSG00000273194"	NA	"OLA1P1"	"processed_pseudogene"
"ENSG00000234495"	5987	"TRIM27"	"protein_coding"
"ENSG00000273397"	4700	"NDUFA6"	"protein_coding"
"ENSG00000281038"	504190	"OR8U9"	"protein_coding"
"ENSG00000263150"	NA	"OR8J2"	"polymorphic_pseudogene"
"ENSG00000281773"	NA	"FAM8A2P"	"unprocessed_pseudogene"
"ENSG00000282113"	NA	""	"lncRNA"
"ENSG00000281819"	NA	""	"processed_pseudogene"
"ENSG00000281094"	NA	""	"lncRNA"
"ENSG00000282114"	NA	"LINC00824"	"lncRNA"
"ENSG00000262315"	504189	"OR8U8"	"protein_coding"
"ENSG00000280577"	NA	"OR8L1P"	"unprocessed_pseudogene"
"ENSG00000276468"	NA	"KIR2DP1"	"protein_coding"
"ENSG00000278114"	200958	"MUC20"	"protein_coding"
"ENSG00000261897"	390154	"OR5T3"	"protein_coding"
